Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Cuidados PLA (product.metafields.custom.cuidados_pla),Material PLA (product.metafields.custom.material),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Material (product.metafields.shopify.material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Mexico,Price / Mexico,Compare At Price / Mexico,Status
tapa-copa-souffle-pla,,,,,,,,,4 oz.,,,2000,,,,,009PLA,4000.0,shopify,deny,manual,2136.83,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/IMG_0285.jpg?v=1666918801,4,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,2274.76,,,,
tapa-copa-souffle-pla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/IMG_0283.jpg?v=1666918801,5,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,,,,,,,
copa-souffle-pla,Copa soufflé - PLA,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">COPA SOUFFLÉ FABRICADA CON  PLA</b></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1""></b><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Las copas soufflé de XICOPACK Son desechables 100% biodegradables y compostables. </span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Ideal para salsas, aderezos o complementos</span></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">MATERIAL</b></p>
<p>Fabricado con PLA (Polylactic Acid)<br data-mce-fragment=""1""><br data-mce-fragment=""1"">El PLA está hecho de ácido láctico. El ácido láctico se obtiene a partir de la dextrosa por fermentación. La dextrosa está hecha de almidón, y el almidón se produce a partir de fuentes vegetales renovables anualmente, como el maíz.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">El PLA es transparente y fuerte como el plástico a base de petróleo y se puede compostar en instalaciones municipales o industriales gestionadas activamente, que puede no estar disponible en su área.<br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><strong>CARACTERISTICAS Y BENEFICIOS</strong></p>
<ul>
<li><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Las fuentes vegetales para hacer vasos se renuevan anualmente</span></li>
<li><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Claro como el cristal para una visibilidad completa del producto</span></li>
<li><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Colocación y extracción de la tapa a presión resistente a las fugas</span></li>
<li>Dígales a sus clientes que se preocupa por el medio ambiente. </li>
<li><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Certificado por BPI para ser 100% compostable en instalaciones industriales.</span></li>
</ul>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">DIMENSIONES VASOS</b></p>
<table data-mce-fragment=""1"" width=""494"" height=""162"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"" style=""height: 33px;"" data-mce-style=""height: 33px;"">
<td data-mce-fragment=""1"" style=""height: 33px; width: 156.68px;"" data-mce-style=""height: 33px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Capacidad</span></p>
</td>
<td data-mce-fragment=""1"" style=""height: 33px; width: 124.266px;"" data-mce-style=""height: 33px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Altura (cm)</span></p>
</td>
<td data-mce-fragment=""1"" style=""height: 33px; width: 256.664px;"" data-mce-style=""height: 33px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Diámetro Superior (cm)</span></p>
</td>
</tr>
<tr data-mce-fragment=""1"" style=""height: 31.1016px;"" data-mce-style=""height: 31.1016px;"">
<td data-mce-fragment=""1"" style=""height: 31.1016px; width: 156.68px;"" data-mce-style=""height: 31.1016px;"">1 oz. (29.5 ml)</td>
<td data-mce-fragment=""1"" style=""height: 31.1016px; width: 124.266px;"" data-mce-style=""height: 31.1016px;""></td>
<td data-mce-fragment=""1"" style=""height: 31.1016px; width: 256.664px;"" data-mce-style=""height: 31.1016px;""></td>
</tr>
<tr data-mce-fragment=""1"" style=""height: 33px;"" data-mce-style=""height: 33px;"">
<td data-mce-fragment=""1"" style=""height: 33px; width: 156.68px;"" data-mce-style=""height: 33px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">2 oz. (59 ml)</span></p>
</td>
<td data-mce-fragment=""1"" style=""height: 33px; width: 124.266px;"" data-mce-style=""height: 33px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">3.0</span></p>
</td>
<td data-mce-fragment=""1"" style=""height: 33px; width: 256.664px;"" data-mce-style=""height: 33px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">6.2</span></p>
</td>
</tr>
<tr data-mce-fragment=""1"" style=""height: 33px;"" data-mce-style=""height: 33px;"">
<td data-mce-fragment=""1"" style=""height: 33px; width: 156.68px;"" data-mce-style=""height: 33px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">4 oz. (118 ml)</span></p>
</td>
<td data-mce-fragment=""1"" style=""height: 33px; width: 124.266px;"" data-mce-style=""height: 33px;"">
<p>4.1<br></p>
</td>
<td data-mce-fragment=""1"" style=""height: 33px; width: 256.664px;"" data-mce-style=""height: 33px;"">
<p>7.7<br></p>
</td>
</tr>
</tbody>
</table>
<br data-mce-fragment=""1"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">CUIDADOS</b></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Rango de Temperatura: 40°F / 4° C a 105°F / 40°C</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Mantener lejos de cualquier fuente de calor</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Almacenar en lugares secos y lejos de los rayos del sol.</span></p>
<br data-mce-fragment=""1"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">DIMENSIONES CAJA </b></p>
<table data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"" style=""height: 33px;"" data-mce-style=""height: 33px;"">
<td data-mce-fragment=""1"" style=""height: 33px;"" data-mce-style=""height: 33px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Capacidad</span></p>
</td>
<td data-mce-fragment=""1"" style=""height: 33px;"" data-mce-style=""height: 33px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Peso (kg)</span></p>
</td>
<td data-mce-fragment=""1"" style=""height: 33px;"" data-mce-style=""height: 33px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Dimensiones (cm)</span></p>
</td>
</tr>
<tr data-mce-fragment=""1"" style=""height: 29.2969px;"" data-mce-style=""height: 29.2969px;"">
<td data-mce-fragment=""1"" style=""height: 29.2969px;"" data-mce-style=""height: 29.2969px;"">1 oz. (29.5 ml)</td>
<td data-mce-fragment=""1"" style=""height: 29.2969px;"" data-mce-style=""height: 29.2969px;""></td>
<td data-mce-fragment=""1"" style=""height: 29.2969px;"" data-mce-style=""height: 29.2969px;""></td>
</tr>
<tr data-mce-fragment=""1"" style=""height: 33px;"" data-mce-style=""height: 33px;"">
<td data-mce-fragment=""1"" style=""height: 33px;"" data-mce-style=""height: 33px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">2 oz. (59 ml)</span></p>
</td>
<td data-mce-fragment=""1"" style=""height: 33px;"" data-mce-style=""height: 33px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">4.5</span></p>
</td>
<td data-mce-fragment=""1"" style=""height: 33px;"" data-mce-style=""height: 33px;"">
<p data-mce-fragment=""1"">36.2 x 32.7 x 28.1<br></p>
</td>
</tr>
<tr data-mce-fragment=""1"" style=""height: 33px;"" data-mce-style=""height: 33px;"">
<td data-mce-fragment=""1"" style=""height: 33px;"" data-mce-style=""height: 33px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">4 oz. (118 ml)</span></p>
</td>
<td data-mce-fragment=""1"" style=""height: 33px;"" data-mce-style=""height: 33px;"">
<p>9.2<br></p>
</td>
<td data-mce-fragment=""1"" style=""height: 33px;"" data-mce-style=""height: 33px;"">
<p>40.3 x 32.7 x 45.1<br></p>
</td>
</tr>
</tbody>
</table>",xicopack,Business & Industrial > Food Service > Disposable Tableware > Disposable Cups,Copa soufflé compostable,"Comida p/llevar, Copa soufflé, PLA",true,Tamaño,1 oz.,,Cantidad,100,,,,,005PLAP,100.0,shopify,deny,manual,229.67,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/IMG_0273.heic?v=1666918206,1,,false,Copa soufflé | Mayoreo México - Xicopack,Compre Copa soufflé hecho de PLA (Fécula de Maíz). Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Ma...,,,,,,,,,,,,,,,,,,g,,144.55,true,,,active
copa-souffle-pla,,,,,,,,,1 oz.,,,3000,,,,,005PLA,3000.0,shopify,deny,manual,5694.21,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/IMG_0274.jpg?v=1666918222,2,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,4380.16,,,,
copa-souffle-pla,,,,,,,,,2 oz.,,,100,,,,,006PLAP,200.0,shopify,deny,manual,94.06,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/IMG_0276.jpg?v=1666918242,3,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,59.80,,,,
copa-souffle-pla,,,,,,,,,2 oz.,,,2000,,,,,006PLA,4000.0,shopify,deny,manual,1554.75,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/IMG_0285.heic?v=1666918281,4,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,1195.96,,,,
copa-souffle-pla,,,,,,,,,4 oz.,,,100,,,,,008PLAP,200.0,shopify,deny,manual,178.91,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/IMG_0283.heic?v=1666918324,5,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,113.74,,,,
copa-souffle-pla,,,,,,,,,4 oz.,,,2000,,,,,008PLA,4000.0,shopify,deny,manual,2957.19,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,2274.76,,,,
tapa-copa-souffle-fecula-de-maiz,Tapa Copa soufflé - Fécula de Maíz,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">TAPA PARA COPA SOUFFLÉ FABRICADA CON FÉCULA DE MAÍZ</b></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Las tapas para  copas soufflé de XICOPACK Son desechables 100% biodegradables y compostables. </span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Ideal para salsas, aderezos o complementos</span></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">MATERIAL</b></p>
<p data-mce-fragment=""1"">Fabricado con Fécula de Maíz</p>
<p data-mce-fragment=""1"">Algunos de estos materiales se consideran residuos después del procesamiento de cultivos y, a menudo, se queman. Estas fibras son un recurso valioso<br>para fabricar productos como platos, recipientes para llevar, tazones,<br>y otros compostables.</p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">CARACTERISTICAS Y BENEFICIOS</b></p>
<ul data-mce-fragment=""1"">
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Material obtenido del maíz, no absorbe ni trasmina</span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Su degradación se da entre los 90 a 240 días en composta industrial</span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Todos nuestros productos cuentan con certificaciones nacionales e internacionales</span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Resistente para temperaturas hasta 120<span data-mce-fragment=""1"">° C</span></span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Apto para microondas por tiempos cortos</li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Dígales a sus clientes que se preocupa por el medio ambiente. </li>
</ul>
<br data-mce-fragment=""1"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">DIMENSIONES VASOS</b></p>
<table data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Capacidad</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Altura (cm)</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Diámetro Superior (cm)</span></p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">2 oz. (59 ml)</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><br data-mce-fragment=""1""></span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><br data-mce-fragment=""1""></span></p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">4 oz. (118 ml)</span></p>
</td>
<td data-mce-fragment=""1""></td>
<td data-mce-fragment=""1""></td>
</tr>
</tbody>
</table>
<br data-mce-fragment=""1"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">CUIDADOS</b></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Rango de Temperatura: 40°F / 4° C a 105°F / 40°C</span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Mantener lejos de cualquier fuente de calor</span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Almacenar en lugares secos y lejos de los rayos del sol.</span></p>
<br data-mce-fragment=""1"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">DIMENSIONES CAJA </b></p>
<table data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Capacidad</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Peso (kg)</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Dimensiones (cm)</span></p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">2 oz. (59 ml)</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><br data-mce-fragment=""1""></span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""> </p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">4 oz. (118 ml)</span></p>
</td>
<td data-mce-fragment=""1""></td>
<td data-mce-fragment=""1""></td>
</tr>
</tbody>
</table>",xicopack,Business & Industrial > Food Service > Disposable Lids,Tapa Copa soufflé compostable,"Comida p/llevar, Copa soufflé, Fécula de Maíz, Tapas",true,Tamaño,2 oz.,,Cantidad,100,,Color,Blanco,,017FMAIZP,200.0,shopify,deny,manual,79.64,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/76_77b35500-81c5-4181-aa41-171ec603ea44.jpg?v=1677028612,1,,false,Tapa Copa soufflé | Mayoreo México - Xicopack,Compre Tapa Copa soufflé hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayo...,,,,,,,,,,,,,,,,,,g,,43.15,true,,,active
tapa-copa-souffle-fecula-de-maiz,,,,,,,,,2 oz.,,,100,,,Negro,,019FMAIZP,200.0,shopify,deny,manual,79.64,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/73_828132fb-8efc-4145-a28e-2bf8ff0bafaa.jpg?v=1677028612,2,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,41.71,,,,
tapa-copa-souffle-fecula-de-maiz,,,,,,,,,2 oz.,,,2500,,,Blanco,,017FMAIZ,4000.0,shopify,deny,manual,1457.84,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/74_18bd3795-ed27-4577-9c5f-188c7a527b83.jpg?v=1677028612,3,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,1078.80,,,,
tapa-copa-souffle-fecula-de-maiz,,,,,,,,,2 oz.,,,2500,,,Negro,,019FMAIZ,4000.0,shopify,deny,manual,1457.84,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/75_e2d707e0-d840-432e-97f3-e28d65d2b3d1.jpg?v=1677028612,4,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,1042.84,,,,
tapa-copa-souffle-fecula-de-maiz,,,,,,,,,4 oz.,,,100,,,Blanco,,021FMAIZP,200.0,shopify,deny,manual,100.05,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,53.13,,,,
tapa-copa-souffle-fecula-de-maiz,,,,,,,,,4 oz.,,,100,,,Negro,,023FMAIZP,200.0,shopify,deny,manual,100.92,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,52.11,,,,
tapa-copa-souffle-fecula-de-maiz,,,,,,,,,4 oz.,,,2500,,,Blanco,,021FMAIZ,4000.0,shopify,deny,manual,1724.94,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,1328.20,,,,
tapa-copa-souffle-fecula-de-maiz,,,,,,,,,4 oz.,,,2500,,,Negro,,023FMAIZ,4000.0,shopify,deny,manual,1866.44,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,1302.68,,,,
